id,sent0,label
5460,There are now more than 500 cases of novel coronavirus in the US https://www.cnn.com/asia/live-news/coronavirus-outbreak-03-08-20-intl-hnk/h_9d766c83ab186b483ef14822ae09e763 … Stop promoting fear CNN. You guys are very misguided in your information,1
2648,Fears that coronavirus may turn into pandemic grip Washington - https://t.co/snkLyMuSby,2
4874,Chinese citizens join Muslim prayers because of fear of coronavirus,0
2939,Dolphins and swans return to Italy waterways after Covid-19 lockdown,0
4175,People panicking about a COVID-19 case at the Dakar Airport,0
6042,It looks like the virus attaches to a specific receptor in lung tissue ACE2 protein receptor. Men are more susceptible than women and Asian men are particularly at risk more so than African and European males,2
3476,Nostradamus predicted the coronavirus pandemic,0
2917,Breathing in hot air from a hair dryer or in a sauna can prevent or cure COVID-19,0
5331,"Single nurse, 30, asks China to 'assign' her a boyfriend as a reward for helping Wuhan fight killer coronavirus",1
6354,WHO is working closely with countries affected by #coronavirus and teaming up with experts to coordinate global surveillance,1
4622,Misleading Chloroquine cures CoV,0
5031,Says “the coronavirus was engineered by scientists in a lab.”,0
6779,"It would be terrible if all the maggots listening to Trump Bullshit get the coronavirus and die. He is pushing them that way with his untrue, misguided, self serving half truths. I feel sorry for them",1
5110,The “proper” way of wearing a surgical mask is blue side out if you are sick and white side out if you do not want to be infected by the virus,0
1121,China sends planes to bring 'stranded' overseas residents back home to Wuhan,2
3294,"The Brazilian Government is handling a 600 brazilian reais monthly COVID-19 emergency allowance to poor citizens. To access it, you need to fill out an oficial form (link to the form)",0
526,The Chinese government has ordered for the swift cremation of patients who die after contracting the coronavirus,1
4196,COVID-19 Breeds Rapidly In Toilet Paper,0
6705,"China reports that deaths from #coronavirus rise by 73 to 563, and the number of confirmed cases rise by 3,694 to 28,018. It’s hard to discern how much their reporting on new cases is still being skewed by their fixed and limited testing capacity",2
6595,Bull market is immune to Coronavirus,0
1008,Burger King responds to coronavirus pandemic by offering free kids meals,1
3664,The outbreak was discussed in the German Bundestag back to 2012,0
6204,"Coronavirus updated figures:- 362 deaths recorded - More than 17,000 people infected - More than $400 billion wiped off Chinese stock markets today - Virus in 24 countries already - China urgently seeks medical equipments/aids",2
464,“You’re more likely to die of influenza right now” than the 2019 coronavirus,2
3425,Coronavirus is found in Broiler Chicken,0
572,A provision in the $2 trillion coronavirus response package that Republican senators had warned could fuel layoffs looks likely to remain in the text -- after an 11th-hour effort to remove it in the Senate was shot down,1
6497,"Confirmed, there are kits on the way to Wuhan. We dont have the real numbers because they are overwhelmed and cannot test everyone",0
1590,A Chinese intelligence officer has leaked details on how the coronavirus outbreak is supposedly caused by a bioweapon,0
2355,@TeamYouTube @Fight4HongKong Discussing #CoronavirusOutbreak becomes sensitive? Why pro-China channels spreading misinformation about the outbreak can be momentised? Can you explain why 🇭🇰🇹🇼 channels promoting democracy are demonetized without reasons? Is there political censorship from your team members,2
2667,Berlin wants to evacuate more Germans from virus-hit Wuhan: magazine https://t.co/PxijZR4oal,1
4762,Having 14 face masks is enough. You can reuse them every 14 days since the incubation period is 14 days,0
1034,"The EU’s chief Brexit negotiator, Michel Barnier, tested positive. He is 69 years old and previously worked as France’s former foreign minister",1
613,"Dr. Anjali Bharati, an emergency medicine physician at Northwell Health in New York City, said on “Fox & Friends” on Thursday that the volume of emergency cases related to the novel coronavirus has “definitely gone down” this week, however, the severity of the symptoms has “really kicked up a notch.”",1
888,Maryland governor closes all non-essential businesses over coronavirus concerns,1
6944,CoVID-19 (coronavirus) **Please do not contact your GP practice for a rescue pack.** We've seen inaccurate information on social media regarding special 'rescue packs' This is not an appropriate treatment for most people with respiratory conditions,1
4183,Drinking hot beverages prevents coronavirus infection,0
7123,"Tom Hanks, 63, one of America's most iconic actors revealed that he tested positive for coronavirus while in Australia to film a movie. Since then, he's offered fans several updates on his condition, assuring fans that he's well taken care of and urging them to be diligent and proactive",1
737,President Trump issued a major disaster declaration for Texas on Wednesday amid concerns over the spread of the novel coronavirus,1
3698,WhatsApp chain from workers of Argentina´s most important lab that is testing for coronavirus. They advised not to leave the house because the next 2 weeks were the infection peak,0
2279,195 Americans Are Released From Coronavirus Quarantine At California Air Base https://t.co/nFq1qZ2R5t https://t.co/4VMfvWEXQG,1
462,Daniel Radcliffe has the coronavirus,0
1142,China Halts Transportation Out Of Wuhan To Stop Spread Of Coronavirus,2
6171,Chinese agritech startup XAG announces about $0.75 million fund for drone disinfection operation to fight Coronavirus outbreak,2
1573,A Muslim man spitting on cops during the COVID-19 outbreak,0
4198,A Twitter post claimed Christiano Ronaldo is transforming his string of hotels to hospitals; to aid in the fight against COVID-19,0
528,Muslims are proved not to get coronavirus,0
1651,"A video of several sick goats lying in what appears to be a wholesale meat market in Ajmer, Rajasthan, has resurfaced with claims that the mutton livestock has been infected in the wake of the outbreak of Coronavirus in the country",0
2252,Quarantine this boy and the people that read the book😂 Hehe but seriously... I would really like to read it https://t.co/CCtb7b5WoM,2
4678,"In Poland, people who are not insured have to pay for medical test for coronavirus, so if they can’t afford it, they will spread it",0
2325,@RepAdamSchiff Trump is just a horrible human being. He is one of the worst human beings. Look at how he is lying about the coronavirus stuff,2
5678,"“ASD can sometimes be detected at 18 months or younger. By age 2, a diagnosis by an experienced professional can be considered very reliable.” - taken straight from the cdc’s website. Many children don’t get a final diagnosis until they are around 4 or 5",1
7139,"Dear Bath & Body Works Customers, with breaking news about COVID-19 constantly developing, our goal has been to make products available to help you care for your families and friends to prevent the spread of COVID-19/Coronavirus as much as we can. But based on the information we have today, we have made the extremely difficult decision to temporarily close all of our stores in the U.S. and Canada",1
6803,Packages from China are dangerous,0
3518,"“In Chicago, Covid-19 actually LOWERED the death rate.”",0
202,On fabric it can survive for 6-12 hours. normal laundry detergent will kill coronavirus,0
1748,Lemon and turmeric is an effective preventive measure against covid-19,0
5811,Trending on PubMed: Stop the Wuhan virus,2
4200,Staff of Gold Coast Hospital in Australia has gifted a volleyball to Tom Hanks in quarantine,0
6842,coronavirus is not new for scientists and not life threatening if precautionary measures be taken and immediate treatment is provided but once it's left untreated or poorly late diag,0
5689,"On #WuhanCoronavirus, as soon as the govt loosened info censorship, Chinese media such as Caixin & Beijing News新京报 have had the best coverage, way more in-depth and ahead of any int outlets. Imagine how vibrant the Chinese media scene would be if only there's no censorship",1
1586,"India will see a spike in Coronavirus cases after March 27, 2020",0
2975,"""George Soros owns the WuXi PHARMA LAB located in Wuhan, China where COVID-19 was developed and conveniently Broke Out.""",0
3025,A viral screenshot of a story allegedly published by the BBC claiming Ghana has recorded its first confirmed coronavirus case,0
4891,Thai department of health published an infography on how to properly wear facemasks,0
5891,"This is a problem: “China’s top leader, Xi Jinping, has promised drastic measures to contain the virus.” Drastic measures can make things worse. We need smart measures",2
5085,The first building of the Huoshenshan hospital in Wuhan city was build in 5 days,0
963,"On March 9, Boston Mayor Marty Walsh cancelled the city’s St. Patrick’s Day Parade, which hosts anywhere from 600,000 to 1 million attendees every year, according to Trip Savvy",1
4433,Turks are not gonna be infected by COVID-19 due to their genes,0
39,"Congress has passed a US$8.3 billion coronavirus response bill, which includes $2.2 billion for the CDC to “prevent, prepare for, and respond to coronavirus, domestically or internationally.”",1
4410,A video purporting to show panic-stricken travellers infected with the novel coronavirus at an airport in Senegal has been shared hundreds of times on Facebook,0
5214,A video has gone viral on social media which claims to feature one of the victims of the deadly virus,0
3382,Brazillian President Declares “Gaza is the Only coronavirus Free City”,0
5592,"It's not like he called it the Ching Chong Prague, you drunken camel-faced spit machine",1
7107,Phone calls recording and whatsup monitoring. It's a false news,1
4476,New coronavirus was registered in 2018,0
4310,Welfare ministry for the Region Lombardy has said that “China lied to us” and “all of the data provided by the Chinese government are fake”,0
1692,"U.S. Sen. Lindsey Graham said, ""President Trump probably knows more about medicine and specifically viruses than any of the so-called scientists at the NIH and CDC.""",0
1022,Vatican City reports its first case of coronavirus days after Pope tested negative,1
3181,Hindu God Ganesha’s idol placed and worshiped inside an Italian Church,0
4892,This video shows the cause of cov,0
4486,The Obama administration “didn’t do anything about” swine flu,0
5545,This virus is on the campaign trail of a lifetime. Lowering airline and gas prices?Giving people paid leave from work? Making college campuses revert to online classes for a month? Corona is tryna secure your vote,1
5360,RT @NorbertElekes: BREAKING: First case of coronavirus confirmed in Latvia. Now all Baltic countries have cases,1
1835,Corporation of Chennai has closed all vegetable and fruit markets in various parts of Chennai has been shared on WhatsApp and Facebook amid the coronavirus outbreak,0
4826,Vitamin C and Omega prevents coronavirus,0
6391,"Based on current information, the immediate health risk ... to the general American public is deemed to be low at this time. Nevertheless",0
1185,Outbreaks of xenophobia in west as coronavirus spreads,2
5019,Scientists from Australia create the first vaccine for novel coronavirus,0
4624,A case of coronavirus in the Argentine province of Santiago del Estero was confirmed,0
6586,LIAR CRIMINAL Criminals need to protect another. You've rubbed in our faces with your guilt,0
541,"The virus somehow escaped from the Wuhan lab, which deals with some of the world’s most dangerous pathogens, such as Ebola and the Severe Acute Respiratory Syndrome coronavirus",0
2423,China coronavirus outbreak: All the latest updates @AJENews https://t.co/wDc3xK2qB1,1
1702,The Kennedy Center for the Performing Arts donated $5 million to Democrats after it was allocated $25 million in the COVID-19 stimulus package,0
7178,"The number of new cases from China's coronavirus epidemic dropped for a third consecutive day, but global concern remains high about its spread",0
7164,Partly Turkey helped Italy with 200.000 masks and other equipment but nobody took notice,0
4448,A confidential governmental document proves that the government has decided to postpone local elections in France because of the outbreak,0
2569,@TenebraeAeterna @thinklearnnow @jenniferatntd @realDonaldTrump It's not my government causes the virus. you are being taught that China caused the virus. it's a virus killing a lot of Chinese,2
5195,The Simpsons predicted the epidemic in advance,0
2350,"“The patient [Case WA1] should be recognized for his decision to... so that the world 🌎 may learn from his case, and advance our understanding of novel coronavirus.” #2019nCoV #COVID19 News Release on Jan.31, 2020 by @WADeptHealth https://t.co/Lt3KoRlOca https://t.co/5iM2GRP3zK",1
1051,"A new study suggests that ending social distancing too soon in Wuhan, China, where the novel coronavirus outbreak started, could cause a ""second wave"" in the summer",2
5716,Tianhe International Airport is now closed by the government as an attempt to contain the #WuhanPneumonia outbreak,1
3354,"Sisi Raised The Numbers of coronavirus Cases In Egypt, In The Hope of Billions From The World Bank",0
1829,"#Belgium prohibits sexual acts of more that 3 people after 500 person #orgy spread #coronavirus. However, #bestiality is still allowed.”",0
1891,Factbox: Latest on the coronavirus spreading in China and beyond https://t.co/bdTuTTjSyA,1
4271,Chart compares COVID-19 with other longstanding diseases,0
456,"The Itali government’s extraordinary measures, announced at Palazzo Chigi late on 9 March, comes amid a worsening of the coronavirus outbreak. The new stringent measures, covering the entire country, and would take effect tomorrow morning",1
2678,China announces agreement with US to phase out additional tariffs https://t.co/MGs8odFtPB https://t.co/kC8okrlaCs,2
5731,"There are more first person accounts of Wuhan's gridlock here. Airports. Streets. Hospitals. Again, tens of millions are trapped within this, many unknowingly incubating. Their ability to freely roam is shrinking w/ every comment from Chinese authorities",1
147,Warm weather will kill coronavirus,2
2122,"I hope coronavirus screening was put in place for attendees at the #NigeriaPetroleumSummit We can't compound our problems by infecting the top players in the oil industry, or...nvm",2
4312,Purported government advisory claiming to list shopping malls and hotels in the Phillippines that the department of health advises against visiting during the novel coronavirus epidemic,0
4284,Why it’s dangerous to make your own hand sanitizer at home,0
4261,"MOSTLY “During the 2009 swine flu outbreak, Biden made reckless comments unsupported by science & the experts. The Obama Admin had to clean up his mess & apologize for his ineptitude.”",1
1642,"Coronavirus is an epidemic that has spread because of consumption of non-vegetarian food. Why then only school, colleges and malls are shut? All shops selling meat should be closed. So we should ask for meat ban",0
944,"In the interest of safety, we’ve decided to temporarily close all of our US stores to the public, effective March 18. We'll remain available at http://IKEA-USA.com and will continue to offer Click and Collect in many stores",1
4279,AIIMS (Indian medical institute) team has said that Toddy has medicinal properties to cure coronavirus,0
2012,@Styx666Official All they got in China is powdered tiger dick and rhino horn,2
2070,"2020 gotta chill and not wipe us all from the map. We’ve had so far fears of WW3, an earthquake, and news of a deadly virus outbreak from China. And no surprise, it’s still January",2
1869,"i got a refund for that itabag i ordered back in oct. there was a 2nd delay bc of the virus outbreak going on maybe i'll be able to order that bag again some other time, it really was my fave bag for an eva/reberserk theme",2
2100,"Humans have used aromatherapy for thousands of years. Ancient cultures in China, India, Egypt, and elsewhere incorporated aromatic plant components in resins, balms, and oils. They were known to have both physical and psychological benefits. Get 25% off https://t.co/VAlGLre7Ff https://t.co/VOJUEJSuqq",2
6720,Frequent or excessive alcohol consumption can project you against COVID-19,0
3474,China Seeks Court’s Approval To Kill 20000 coronavirus Patients,0
2462,"Please go buy a ‘3M’ N95, N100, or P100 mask today! The coronavirus is likely transmitted via air particles and breathed into lungs. The only possible cure is being proactive. #wuhan #wuhanvirus #coronavirus #WHO #pandemic #globalpandemic #virusoutbreak #besafe #praying https://t.co/Ka6PneXTta",1
3637,There is no space in the hospitals in Italy because of which people are crowding outside,0
1921,So I’m seeing that African blood can resist the coronavirus🤔 can i get a halleluYER 🥳,2
38,"The White House sent out text messages in mid-March 2020 informing people that a ""mandatory quarantine"" in U.S. would start within 48 hours",0
6429,It's only a matter of time before there's a serious epidemic of some kind. This could be the prelude to one. It's no laughing matter and no joke. We must prevent and defend at all costs or many people will die,0
1238,"As Wuhan Coronavirus Drags on Chinese Markets, the World Economy Braces for a Slowdown",2
6884,methanol can cure coronavirus,0
2058,"The audacity of Joe Biden to be involved as VP in going after JP Morgan 4 doing in China EXACTLY what Joe did in Ukraine w/his son boggles my mind. I see Joe not as Uncle Joe, but as a creep unworthy to represent 🇺🇸 in any capacity, a wolf in sheep’s clothing. Read the article. https://t.co/8GtS6Wf1if",1
3998,"A video viewed tens of thousands of times on Facebook and YouTube purports to show billionaire businessman Jack Ma praising China’s response to the outbreak of the novel coronavirus, COVID-19",0
2092,Both of our Factories in China are required by the Government to remain closed until after Feb 9th due to the Virus Outbreak. Unfortunately this means our Restocks won't be until After This Date But we still have most things in stock. We hope everyone is and remains safe &lt;3,1
200,"If someone sneezes with it, it takes about 10 feet before it drops to the ground and is no longer airborne",2
5307,Not “There’s magically already a vaccine available.”,0
2899,"A scam is asking people to input the personal details, including bank details, to receive “Covid-19 Relieve.”",1
7059,viral message claiming WHO has released lock down schedule,0
667,"Singer-songwriter Charlotte Lawrence, 19, said on March 17 that she had contracted the virus. In her Instagram announcement, Lawrence asked her fans ""to protect those less able to survive this virus.""",1
5651,"It’s too early to know if #fluseason has peaked, but as long as flu is still spreading in your area, a #flu vaccine is the best way to reduce your risk of flu. If you do get sick with flu, #antivirals can treat flu and prevent serious complications: https://bit.ly/2SO61Ty",1
6986,"?a researcher said to be from Zanjan University in China, saying you should take as much vitamin C as possible to protect yourself from the virus",0
5354,"Desperately sad to see Qld LNP and PHON senators pushing climate conspiracies in Parliament. If they did this for COVID-19 they'd be condemned, but apparently climate denial is acceptable",1
4675,Photos of Muslims in Italy allegedly praying outside because of the novel coronavirus,0
2615,"@JiggIypuffdaddy @rdhesselbrock On the other hand coronavirus is a zoonosis, we know that many animals are sources of different coronaviruses and that authorities like WHO are warning about the possible viral risks of raw meat... https://t.co/3ZryszFL5d",1
5416,"Protect yourself and your community from coronavirus with common sense precautions: wash your hands, stay home when sick and listen to the @CDCgov and local health authorities. Save the masks for health care workers. Let’s stay calm, listen to the experts, and follow the science",1
6092,Determinstic exponential models will inevitably predict exponential growth... Keep an eye on these forecasts in the coming weeks - I suspect the final epidemic curves won’t look anything like Figure 4 https://,2
875,Jamie Otis took to Instagram to apologize for traveling with her family and putting other people at risk amid the coronavirus outbreak,1
2212,This seems to be an objective analysis if the mortality rate of Covid 19. https://t.co/q1gGfMwf0x,2
2838,Counterpoint: fair pricing (referred to as *gouging* in this article) is the most efficient way to distribute supplies in times of crisis and helps discourage people from stockpiling beyond their requirements https://t.co/NuTi0lWGYb,2
6778,Trump Bullshit get the coronavirus and die,0
4311,200 new cases of COVID-19 registered in Lithuania. People are “cleansed with bleach” at the Vilnius international airport and are taken to a small tent-town nearby,0
5515,The data on recorded coronavirus infections suggests that the US and much of Western Europe are on the same initial trajectory as Italy in terms of the number infections — just one or two weeks behind on the same path,1
3166,Lukewarm water with lemon or water with lemon and bicarbonate are preventive measures for COVID-19,0
2658,We will likely take out 2015/16 lows in coming months given lag time. This port traffic preceded arresting of activity at Chinese ports stemming from coronavirus. https://t.co/GqOsQCSYZr,2
2152,"These rumours about this damn wuhan virus is getting out of hand! Stop spreading, and pls look into reliable sources if you want true information! 😡",1
6515,the sensationalist media overreacting to every single outbreak means then when a real health crisis arises,0
5805,Bkt pag China ang bait nila and we have territorial disputes with them. And US just revoked a visa of your crony and youre already waging war,2
444,Blood donors automatically get a coronavirus test,0
1778,Bananas can help you to prevent a COVID-19 infection,0
4928,WHO Calls for Isolation of China due to the Corona Virus,0
3551,Italians threw away their currency on the streets due to COVID-19 deaths,0
3010,"Mostly Dr. Charles Lieber, a Harvard professor, was arrested for creating coronavirus and selling it to China",0
1294,Number of deaths from Wuhan coronavirus overtakes SARS in China,2
5613,"The United States has its first confirmed case of a new virus that appeared in Wuhan, China, last month, the US Centers for Disease Control and Prevention announced. The virus has already sickened hundreds and killed six people in Asia",1
6533,coronavirus is good for America,0
4946,Rinsing your mouth with salted water will prevent coronavirus infection,0
6466,ashfall the other week wasn't enough to get me off my ass to buy masks... but I just bought a pack of 10 masks just in case of Wuhan coronavirus spread. Don't want to be caught unprepared,0
6020,"of course it's one of the Liberal provinces. Pretty sure the rest of the country doesn't care and understands. I just asked my chinese students if they went to Wuhan. They say yes, I demand hazard pay",2
4019,"Coronavirus pneumonia is similar to a dry cough & Hot Weather, Garlic And Hot Water Are Remedies for COVID-19",0
4008,Chinese Police crackdown on suspected coronavirus patients,0
42,"If you get sick with coronavirus, an U.S. government official in your community can make you stay home",1
6919,STOP telling ppl to go to blood drives because they have to test you for COVID-19. That is SO beyond untrue and extremely dangerous to every single person there. They do NOT test for coronavirus at blood drives and you are just putting everyone else at risk,1
3170,"Mostly The coronavirus is a bioweapon by the USA, says German politician Wolfgang Gedeon in a parliament speech",0
1373,"British nationals told to leave China over virus risk ""Coronavirus could easily tip China into a technical recession, economist warns""",2
2033,WUHAN CORONAVIRUS OUTBREAK Answers to Frequently Asked Questions https://t.co/vANM3kvd1B,1
6953,Vaccine for COVID-19 has been found in tobacco,0
5060,Image Show Dead People On The Streets Of China,0
5516,this covid 19 is stealing a lot of moments already and it makes me sad,1
3348,"In Kuwait, He Sneezed During Friday Sermon, And The Worshipers Expelled Him",0
1817,"A message claims that the pH value of the novel coronavirus ranges between 5.5 and 8.5 and thus, one should consume alkaline food that are above the pH level of the virus so as to prevent its spread. This information is being attributed to a research published in the Journal of Virology",0
2381,Ask yourself how did this really get out? CDC says its coronavirus test may fail to flag some patients https://t.co/V8PcYF8iIb via @MailOnline,1
378,Experts say the sun's UV light isn't intense enough to rely on as a disinfectant of the coronavirus,1
6833,"Also, priests are being ordered by their bishops not to to give Last Rites to the dying",0
5073,Singapore closed a subway stattion after a case of COVID-19,0
257,"I just received a call from a close American friend of mine who just got off the phone with a Chinese friend, who has relatives in Wuhan. He says there may already be 10,000 dead there from the virus",0
4367,Department Of Homeland Security Officials Says Illegal Border Crossings May Spread coronavirus,0
244,"The new coronavirus, also known as 2019 novel coronavirus, or 2019-nCoV, and HIV, largely based on an unpublished manuscript by scientists in India",0
3579,Mostly Air India is operating evacuation flights to bring back stranded Indians from London,0
4960,Original publication claims that Macedonian citizens are afraid to order from AliExpress because in this way coronavirus is transmitted,0
4752,Mostly India has developed treatment for coronavirus,0
4766,Exactly every 100 years a viral epidemic breaks out,0
1220,"CDC says its coronavirus test could fail to flag patients who don't yet have symptoms ""US coronavirus evacuees being kept under 14-day quarantine, CDC says""",2
119,Boston marathon postponed until Sept. 14 to prevent coronavirus spread,1
2884,A publication by Pearls news says 15 Nigerian senators has been tested positive for Covid-19,0
4360,Hundreds of Italian families are running away from the virus to Africa,0
5213,Conspiracy Coronavirus was spread via bananas,0
7033,eating garlic to prevent infection,0
4016,Ibuprofen worsen coronavirus infection,0
3053,Chewing betel nut can prevent covid-19 infection,0
6085,"Viral outbreak that began in China has infected more than 7,700 people on the mainland and dozens in other countries",2
3214,Does stage 4 of the epidemic mean “quarantine for all cities in France”,0
5419,New: The Trump administration's insistence that containment should remain the primary way to confront COVID-19 - and repeated claims that it was working - ignored a series of alarm bells from experts inside & outside the US government,1
296,"A letter attributed to Health Minister of Iran Saeed Namaki claimed he had tendered his resignation to President Hassan Rouhani due to the ministry's ""inability to manage"" the outbreak",0
2457,"@Beaking_News If we rely on ‘self-discipline’ this is what happens. First weekend and already nine breaches thanks to the Hong Kong govt who refused to shut borders with China. Now, how many more #coronavirus cases are we expecting since the quarantine order is so ‘stringent’",2
224,"The US is charging over $3,000 per test” for patients who may have COVID-19",0
635,Conor McGregor makes generous purchase to help Irish hospitals fighting coronavirus,1
3684,A treatment for COVID-19 to be manufactured in Uganda,0
44,A Chinese intelligence officer revealed that a new coronavirus was developed in a lab as a bioweapon,0
7109,"I condemn in the strongest terms this fake news about Sarah Elago being disseminated by evil individuals and organizations. As her lawyer and as a supporter of Kabataan PartyList, I am in constant contact with her. She is not COVID-19 positive and not in any way sick",1
2090,Santa Clara County resident is 2nd U.S. coronavirus case of unknown origin | KTLA https://t.co/32uXmQ8UAT,1
454,"In Italy, people must stay home except for work or emergencies",1
2172,@realDonaldTrump So many countries have already banned flights from China to protect their citizens from the CoronaVirus. WHY won't YOU,1
3891,The spread of COVID-19 can be prevented with a “home-made vaccine” based on fruits and other ingredients,0
4055,Says Anthony Fauci’s statement that the coronavirus death rate is 10 times that of the seasonal flu is “a claim without any scientific basis.”,0
2038,@TenTonneTonsils @rosencrantz1984 @tomshitpost @OneJazzyBoye @HaiseSpirits @ChrisCaesar @72gilamonsters @bhalpin @TheSocietyDude What have we learned today? China has lifted more out of poverty than any other country in the world. Not only do 18 million people a year die in poverty because of capitalist wealth inequality. But capitalist nations required slave trade and empires to thrive and start wars,2
3319,America Predicted The Outbreak of coronavirus 9 Years Ago,0
3449,Reserve Bank of India (RBI) extended the year closing till 30 June 2020,0
7153,"Japan classified the coronavirus a ‘designated infectious disease’, which would allow compulsory hospitalization and the use of public funds for treatment https://t.co/l47fNTuuxG https://t.co/s4nqt75ER5 #ENDEGO",1
3050,Video of kids from Italy yelling at stars assuming them to be their dead mother,0
3270,A claim has been shared thousands of times in multiple posts on Facebook and Twitter that an emergency decree issued in Thailand due to the novel coronavirus pandemic included a strict curfew,0
1515,A 31-year-old Mexican national is the first detainee in Immigration and Customs Enforcement custody to test positive for the novel coronavirus,2
1615,Home Minister Amit Shah visited a hospital to check on Coronavirus infected patients and support the doctors,0
4324,Senegalese president and government appears with masks during a press conference,0
4577,The coronavirus is more dangerous for animals than for humans,2
6194,"Liang Wudong, who was treating patients with corona virus in Wuhan, became infected while treating his patients and becomes the first doctor to die for corona virus. A reminder that while everyone tries to avoid it, front line medical staff risk their lives to save others",2
1928,UPDATE: China reports major drop in new virus cases; 143 new deaths https://t.co/ccrrEdP40F,1
2224,The Trump administration is suspending entry for 30 days of most foreign nationals who have been in any of 26 European nations in past two weeks. #coronavirus #COVID19,1
6881,COVID 19 is airborne,0
3592,Mostly WHO advisory asks people not to consume bakery items as they get contaminated by coronavirus easily,0
6839,Li Wenliang was an anti-establishment hero,0
313,"WHO suggests only avoiding consuming ""raw or undercooked animal products""",1
2124,Gilead Sciences Statement on the Company’s Ongoing Response to the 2019 Novel Coronavirus (2019-nCoV) https://t.co/1qRronYeRJ,1
1831,Muslims Refusing to Be Tested in K’taka,0
5225,False YouTube channel published a radio-show-style report with false headline saying novel coronavirus is in the Philippines,0
2819,@JewelDole @aetiology Or get exterminated because of the Chinese Propaganda blaming everything but themselves for the virus going epidemic,2
6974,China prevented U.S. experts from helping,0
5367,"RT @HeshmatAlavi: #Iran Regime’s Lies and Inaction, the Main Cause of the Coronavirus Outbreak Crisis",1
4725,"Coronavirus arrived in Sarajevo, Bosnia and Herzegovina",0
5513,"BREAKING: 63 new coronavirus deaths in Iran, raising death toll to 354",1
495,"Trump’s White House already said I won’t be able to afford the vaccine. If I can’t afford the test and I can’t afford the treatment, am I just supposed to die. This is exactly why I support healthcare as a human right",0
6626,"The death toll from China's coronavirus outbreak has risen to more than 900, as plans to restart the world's second-largest economy on Monday faltered",0
5182,Chain message that says that Bill Gates patented the coronavirus,2
1168,"Tensions high as thousands queue in Hong Kong desperate for masks, many leaving empty-handed",2
